Old_Dialogue_ID,Old_Utterance_ID,Speaker,Emotion,Sentiment,Mean Pitch distance,Max Pitch distance,Mean Intensity distance,Max Intensity distance,Jitter distance,Shimmer distance,Mean Nhr distance,Speechrate distance
34-34,Dec-13,Rachel-Ross,neutral-negative,neutral-negative,1.508769633,0.559811651,1.501842384,1.700388646,1.45780296,3.350011677,1.651883431,0.544999884
817-817,0-1,Joey-Phoebe,positive-neutral,positive-neutral,1.118655886,0.694813052,0.086679122,0.269898583,0.549932909,1.040835482,1.090522281,0.213836222
817-817,01-Feb,Phoebe-Chandler,neutral-neutral,neutral-neutral,1.341415865,0.640867778,1.246121051,1.190340708,0.119092443,1.014955879,0.291582984,0.119047671
817-817,02-Mar,Chandler-Phoebe,neutral-positive,neutral-negative,2.226870287,2.237244217,0.357937357,0.958216262,0.119092443,0.11844351,0.291582984,0.41382465
817-817,03-Apr,Phoebe-Chandler,positive-neutral,negative-neutral,0.375094896,1.589736427,0.720716512,0.712968125,1.198976608,0.958252616,0.685009922,0.31063752
817-817,04-May,Chandler-Phoebe,neutral-neutral,neutral-neutral,0.858220928,0.564727088,1.964173683,0.480843679,0.698111047,0.916642337,0.191793967,0.523471614
817-817,05-Jun,Phoebe-Chandler,neutral-neutral,neutral-neutral,0.760613862,1.328322365,0.875836219,0.50014887,0.087259255,0.492776421,1.031146698,0.117140256
817-817,06-Jul,Chandler-Phoebe,neutral-negative,neutral-negative,1.857983504,1.112971873,1.231109697,0.035899979,0.988817265,0.678131299,1.031146698,0.529120392
817-817,10-Nov,Phoebe-Chandler,negative-positive,negative-positive,1.018278283,1.021907171,2.138057583,0.022776287,0.209256432,0.256287836,0.348048821,0.399484638
817-817,11-Dec,Chandler-Phoebe,positive-negative,positive-negative,1.170638522,0.485493021,1.072237151,0.254900733,0.209256432,0.163597703,0.033722899,0.542301079
817-817,Dec-13,Phoebe-Chandler,negative-neutral,negative-neutral,1.597760603,1.489819879,1.253626728,1.461836229,3.252566351,1.028772772,2.030899382,0.425454731
817-817,13-14,Chandler-Phoebe,neutral-neutral,neutral-neutral,0.836663014,3.036514946,0.365443035,2.622458457,2.75170079,0.128477651,1.451877946,0.134721718
935-935,0-1,Monica-Phoebe,neutral-neutral,neutral-neutral,0.013180563,0.497457553,1.338946996,3.504500768,8.932044281,2.667061777,1.920647721,0.999180863
935-935,01-Feb,Phoebe-Monica,neutral-negative,neutral-negative,1.584717227,3.905435054,1.680308723,3.741673308,10.50744674,2.295254298,3.83085003,0.330320615
935-935,02-Mar,Monica-Phoebe,negative-neutral,negative-neutral,0.216225421,0.212895436,0.096058664,0.204442266,0.311249375,0.458589602,0.486995536,0.226676632
935-935,03-Apr,Phoebe-Monica,neutral-negative,neutral-negative,0.416585172,0.323154106,0.266739528,0.032730273,0.986421859,0.05367848,0.308471956,0.029091938
935-935,04-May,Monica-Phoebe,negative-neutral,negative-neutral,0.585395985,0.522899078,0.443807427,0.264854719,0.385383185,0.099071511,0.361538563,0.179344349
935-935,08-Sep,Phoebe-Monica,negative-positive,negative-positive,0.919446813,0.079202847,0.067666324,0.502027259,1.300624862,1.199959009,2.248220605,0.4864351
935-935,09-Oct,Monica-Phoebe,positive-positive,positive-positive,2.651677586,1.838839233,0.60057654,0.502027259,0.29889374,0.360187929,0.494612827,0.104043825
935-935,10-Nov,Phoebe-Monica,positive-neutral,positive-neutral,2.852626687,2.269936043,0.771257404,0.264854719,1.649238707,1.062490944,2.306627167,0.08842173
935-935,11-Dec,Monica-The Croupier,neutral-positive,neutral-positive,0,0,0,0,0,0,0,0
935-935,Dec-13,The Croupier-Monica,positive-neutral,positive-neutral,0,0,0,0,0,0,0,0
27-27,0-1,Monica-Chandler,negative-positive,negative-positive,0.515908293,2.413197567,0.949908617,0.237030337,1.230954959,0.434029682,1.572133656,0.291123678
162-162,0-1,Ross-Rachel,neutral-neutral,neutral-neutral,0.782287896,3.616701703,0.241154046,0.838240033,0.471056658,1.779838807,1.799389082,0.496839336
168-168,05-Jun,Ross-Rachel,neutral-positive,neutral-negative,1.516802719,0.102916984,1.111366054,0.053249552,0.602982992,0.097907126,0.3596151,0.574289442
168-168,06-Jul,Rachel-Ross,positive-neutral,negative-neutral,2.362553934,0.262826127,0.932926986,0.528335315,1.37377404,0.722098372,1.358530608,0.159467163
168-168,08-Sep,Ross-Rachel,neutral-negative,neutral-negative,0.743839527,0.65896901,0.820437913,0.053249552,0.297682187,0.746527821,0.258190056,0.448689311
168-168,09-Oct,Rachel-Ross,negative-neutral,negative-neutral,0.3246233,0.804527317,0.820437913,0.765878196,0.031777318,0.855761289,0.089094715,0.604629408
168-168,10-Nov,Ross-Rachel,neutral-negative,neutral-negative,1.436640992,0.938465265,0.351070704,0.765878196,0.817306032,0.950798482,1.788520696,0.174333203
168-168,11-Dec,Rachel-Ross,negative-neutral,negative-neutral,1.276983048,0.329308952,0.184246499,0.053249552,0.707486197,1.063933146,1.815937915,0.2840603
197-197,0-1,Joey-Joey's Hand Twin,positive-positive,positive-negative,2.50013692,2.326718256,0.141154703,0.721339504,1.405975989,1.343733806,0.434622848,0.866830571
197-197,01-Feb,Joey's Hand Twin-Joey,positive-positive,negative-positive,1.270700768,1.892768892,0.800126399,0.507552677,0.542860985,0.693950636,0.528863542,1.01896347
197-197,02-Mar,Joey-Joey's Hand Twin,positive-positive,positive-positive,0.248442988,2.007375003,1.490215221,0.507552677,1.226020927,1.122695871,1.293667362,0.502841066
197-197,03-Apr,Joey's Hand Twin-Joey,positive-positive,positive-positive,1.084975191,1.974704075,1.160729373,0.561381458,0.449217423,0.647585596,1.434665371,0.282104236
197-197,04-May,Joey-Joey's Hand Twin,positive-neutral,positive-neutral,0.181534704,0.144409717,1.337825122,2.497873131,0.75684906,1.429492727,1.163492952,0.312303576
197-197,05-Jun,Joey's Hand Twin-Joey,neutral-neutral,neutral-neutral,3.117893143,1.97525132,0.184624653,1.215152169,1.619964064,2.334298324,0.95199594,0.253846426
197-197,06-Jul,Joey-Ross,neutral-neutral,neutral-neutral,2.582565695,2.150800405,0.368953198,1.124373377,0.096184245,0.197465127,1.280245889,0.064403352
503-503,0-1,Monica-Chandler,positive-positive,negative-positive,0.42019184,0.809601639,0.11701142,0.000142203,0.638961366,0.151228209,0.681655562,0.274444605
503-503,01-Feb,Chandler-Monica,positive-positive,positive-negative,1.104386001,1.619130285,0.970415737,0.474487282,0.823912349,0.332121513,1.413602242,0.232217329
503-503,02-Mar,Monica-Chandler,positive-positive,negative-positive,1.263539719,1.58653384,0.117921726,0.751753405,0.922083637,0.404692136,1.527977988,1.361097377
503-503,03-Apr,Chandler-Monica,positive-positive,positive-positive,0.3785103,0.374679186,0.223440001,0.514580865,0.809554889,1.309423667,0.617507728,1.627749109
503-503,04-May,Monica-Chandler,positive-positive,positive-positive,0.266382481,0.287880754,0.404829578,0.466411685,0.711383602,0.406232742,0.315094506,0.45253776
503-503,06-Jul,Chandler-Monica,neutral-positive,neutral-positive,0.156638748,1.200582278,1.014160899,0.474487282,0.713714531,1.296308543,2.404957244,0.074276674
503-503,07-Aug,Monica-Chandler,positive-positive,positive-positive,1.009815369,1.195533699,0.981124451,0.26125713,2.186283847,1.038819902,0.135038598,2.437270821
503-503,09-Nov,Chandler-Monica,negative-negative,negative-negative,0.629949166,0.051193595,0.597838176,0.24539034,0.356474033,0.879341416,0.219067743,0.267192849
503-503,11-Dec,Monica-Chandler,negative-positive,negative-positive,1.447479588,0.905117484,1.504786062,0.245105935,1.043673047,0.344557315,0.087095728,0.146853963
503-503,Dec-13,Chandler-Monica,positive-neutral,positive-neutral,0.605912714,0.353175012,0.03134171,0.482278475,0.255971816,0.002462998,0.734112741,0.670835726
503-503,13-14,Monica-Chandler,neutral-neutral,neutral-neutral,1.355123751,1.883623667,0.03134171,1.463271024,0.157800528,0.129226636,1.30599147,0.050027897
503-503,14-15,Chandler-Monica,neutral-neutral,neutral-neutral,1.115713965,2.044783769,0.310020018,0.514580865,0.270329275,0.220112909,1.198877322,0.054236392
503-503,15-May,Monica-Chandler,neutral-positive,neutral-positive,0.416157825,1.643110804,0.234148714,0.466411685,0.711383602,0.588005287,0.591806056,0.513366139
503-503,09-Oct,Chandler-Drunken Gambler,negative-neutral,negative-neutral,0,0,0,0,0,0,0,0
503-503,10-Nov,Drunken Gambler-Monica,neutral-negative,neutral-negative,0,0,0,0,0,0,0,0
527-527,0-1,Phoebe-Chandler,negative-positive,negative-positive,0.855575753,1.434408523,0.212501245,0.467719987,0.499962651,0.440876644,0.618914638,0.349421138
527-527,01-Feb,Chandler-Phoebe,positive-positive,positive-positive,0.270328696,0.635935531,0.390137983,0.235595542,0.501768471,0.769976121,0.241345782,0.48700971
527-527,02-Apr,Phoebe-Chandler,positive-positive,positive-positive,1.474939389,0.219894438,0.571527561,0.254900733,0.403597183,0.112389746,0.38211593,0.137657231
527-527,04-May,Chandler-Phoebe,positive-negative,positive-negative,0.991028863,2.004192104,0.393890822,0.254900733,0.19744149,1.729810775,0.486416224,0.110121109
527-527,02-Mar,Phoebe-Monica,positive-neutral,positive-neutral,2.314376266,1.500523489,0.273126564,0.456759089,0.276105632,0.068610762,0.422312911,0.467834443
527-527,03-May,Monica-Phoebe,neutral-negative,neutral-negative,0.151591986,0.283774176,0.095489825,0.456759089,0.877144305,1.773589759,0.446219244,0.495370565
527-527,05-Jun,Phoebe-Monica,negative-neutral,negative-neutral,0.38856091,0.321417454,0.266170688,0.25475853,0.248143168,1.224140929,0.589038108,0.384975866
527-527,06-Jul,Monica-Phoebe,neutral-negative,neutral-negative,0.601700228,0.655191989,0.444376266,0.25475853,0.047796944,0.228436073,0.911635765,0.269806499
527-527,07-Mar,Phoebe-Monica,negative-neutral,negative-neutral,0.838669153,0.692835267,0.61505713,0.456759089,1.077490529,0.321012756,0.768816901,0.1594118
527-527,03-Apr,Monica-Chandler,neutral-positive,neutral-positive,0.839436877,1.720417927,0.298400997,0.711659822,0.679702815,0.043778984,0.04019698,0.605491674
562-562,0-1,Chandler-Monica,positive-positive,positive-positive,0.957355697,0.327127463,0.235059021,0.237314742,1.144810202,0.197536673,1.117612654,0.190731094
562-562,02-Mar,Monica-Chandler,neutral-positive,neutral-positive,1.258894435,2.135978901,2.335862646,1.177929304,0.737767592,2.724152134,3.178222844,1.07757446
562-562,03-Apr,Chandler-Monica,positive-neutral,positive-neutral,0.4741801,0.306922166,1.482458328,0.466411685,1.412940075,2.852219154,2.93721601,0.550197527
562-562,04-May,Monica-Chandler,neutral-neutral,neutral-neutral,0.320825905,0.042868185,0.331437445,0.221163547,0.529398486,0.871537301,1.168791019,0.518054754
562-562,05-Jun,Chandler-Monica,neutral-neutral,neutral-neutral,0.0985934,0.134043155,1.014160899,0.221163547,0.416869739,0.50415037,0.045169328,1.032363398
562-562,06-Jul,Monica-Chandler,neutral-positive,neutral-positive,0.20810584,0.300632225,0.074176565,0.711659822,1.104068753,0.607145826,0.300315222,0.73362835
562-562,07-Aug,Chandler-Monica,positive-neutral,positive-neutral,0.431615805,0.233772756,0.608546889,0.711659822,0.091310027,0.739623485,0.112865463,0.7032213
562-562,08-Sep,Monica-Ross,neutral-positive,neutral-positive,3.410965757,3.269376876,0.502339953,0.690694374,0.812369815,0.903612431,0.099284801,0.819549588
562-562,09-Oct,Ross-Rachel,positive-positive,positive-positive,0.16340056,0.711090295,0.115724089,0.023908581,1.003785954,0.174797544,0.784719577,0.060641426
667-667,0-1,Monica-Chandler,positive-positive,positive-positive,3.490896713,1.59158353,0.991833165,0.237314742,0.255971816,0.213212297,0.866746376,0.40508652
667-667,01-Feb,Chandler-Monica,positive-negative,positive-negative,2.26440916,1.161095631,1.503875755,0.237314742,0.531729415,0.092496074,0.454328118,0.808627007
667-667,02-Mar,Monica-Chandler,negative-neutral,negative-neutral,1.561070033,0.403079752,0.596927869,0.253181532,1.317099717,0.794849396,0.568703864,0.226788495
667-667,03-Apr,Chandler-Monica,neutral-positive,neutral-positive,2.641482258,1.652456883,1.10897046,0.253181532,0.258302745,0.848554921,0.814853884,0.776293426
667-667,04-May,Monica-Chandler,positive-neutral,positive-neutral,2.32934609,2.20963628,0.746191305,0.253181532,0.356474033,0.000823088,0.278167692,0.320687283
667-667,05-Jun,Chandler-Monica,neutral-positive,neutral-positive,0.158781004,0.535870092,0.916872169,0.253181532,0.131416538,0.575059082,0.578745493,0.615559085
667-667,06-Jul,Monica-Chandler,positive-neutral,positive-neutral,0.43730707,0.245597999,1.078413182,0.988925945,2.683870019,0.882722762,0.147636913,0.369248567
667-667,07-Aug,Chandler-Monica,neutral-negative,neutral-negative,1.09720667,0.455516858,0.054328001,0.988925945,0.995938809,1.742011157,1.236630753,0.520821506
667-667,08-Sep,Monica-Chandler,negative-neutral,negative-neutral,0.17953942,1.279818081,1.759567772,0.253181532,0.280287931,0.539734338,0.770329636,0.834623463
699-699,0-1,Phoebe-The Lurker,positive-negative,positive-negative,1.627964037,0.88365331,0.25477168,1.184999391,1.711570512,0.677041315,0.03205408,0.914495208
699-699,01-Feb,The Lurker-Phoebe,negative-negative,negative-negative,0.49415335,0.818947353,0.633412013,0.952874945,1.6113974,0.189066228,0.348445721,0.677938981
699-699,02-Mar,Phoebe-The Lurker,negative-negative,negative-negative,1.765597709,1.00517451,1.504677922,0.952874945,0.838092343,0.22889533,1.849489191,0.66165377
699-699,03-Jul,The Lurker-Phoebe,negative-negative,negative-negative,0.272702576,2.096331635,2.037588138,0.256501609,0.036707445,0.88701669,4.115944526,0.188873868
699-699,07-Aug,Phoebe-The Lurker,negative-negative,negative-negative,1.185106406,0.337949621,0.434020687,1.56924025,0.779789136,0.925207428,2.577390088,1.631399236
699-699,03-Apr,The Lurker-The Security Guard,negative-neutral,negative-neutral,0.464025745,0.793032713,0.223308049,0.466163426,0.363846736,0.398129551,2.08263468,1.20664512
699-699,04-Aug,The Security Guard-The Lurker,neutral-negative,neutral-negative,0.993783237,0.965349302,1.380259403,2.291905284,0.452649845,1.414094568,0.544080242,0.613627984
699-699,08-Sep,The Lurker-The Security Guard,negative-neutral,negative-neutral,0.308063349,1.115833555,0.503427371,0.896035087,0.945239383,1.047061684,0.202402739,2.542065921
699-699,04-May,The Security Guard-Phoebe,neutral-negative,neutral-negative,0.61126369,1.578229471,0.215549441,0.722665035,1.07528428,0.681807523,1.407731832,0.360978539
699-699,05-Jun,Phoebe-The Security Guard,negative-positive,negative-negative,0.355234874,0.591940708,0.484647552,1.138495229,2.473173508,2.076532482,1.306751738,0.785662242
699-699,06-Jul,The Security Guard-Phoebe,positive-negative,negative-negative,0.064705646,0.31701016,2.0833782,1.138495229,1.070749937,1.883612099,4.747793416,1.442454953
699-699,07-Sep,Phoebe-The Security Guard,negative-neutral,negative-neutral,1.493169755,1.453783176,0.069406684,0.673205163,1.725028518,0.121854255,2.779792828,0.910666685
699-699,09-Oct,The Security Guard-Phoebe,neutral-neutral,neutral-neutral,1.898766823,1.44942616,1.135227117,0.673205163,0.923643621,0.120241912,0.992118242,1.427972113
699-699,10-Nov,Phoebe-The Security Guard,neutral-negative,neutral-negative,2.738343223,3.474418096,1.135227117,2.06907536,0.457680545,0.802923076,0.229399365,0.580238472
699-699,11-Dec,The Security Guard-Phoebe,negative-negative,negative-negative,1.582946149,0.420782171,0.069406684,1.604826469,0.25733432,0.712137013,0.184187376,1.435080699
699-699,Dec-13,Phoebe-The Security Guard,negative-negative,negative-negative,4.216120063,2.356372583,1.276083868,0.256333794,0.164141705,1.504928043,1.134256625,1.335177132
699-699,13-14,The Security Guard-Phoebe,negative-neutral,negative-neutral,2.02344133,2.252783819,0.210263436,0.256333794,1.666738388,3.097466892,1.032937893,0.115066997
739-739,0-1,Joey's Hand Twin-Joey,neutral-neutral,neutral-neutral,1.007043727,0.894540351,0.253290799,1.048224859,1.435865942,0.10902863,1.084218621,0.81426454
739-739,04-May,Joey-Joey's Hand Twin,positive-neutral,positive-neutral,0.746031414,1.270008327,0.84359635,0.507552677,0.07973435,0.510438466,0.257313715,2.205164697
739-739,05-Jun,Joey's Hand Twin-Joey,neutral-positive,neutral-negative,2.499539544,0.513457452,0.639089967,0.29376585,0.351823152,1.272012289,1.293664376,2.152777071
739-739,14-15,Joey-Joey's Hand Twin,positive-neutral,positive-neutral,0.09637095,2.083753824,0.517816994,0.46069316,1.047968038,1.578652237,1.222036056,0.322480514
739-739,15-16,Joey's Hand Twin-Joey,neutral-neutral,neutral-neutral,3.605162623,2.158005931,0.35307407,0.246906333,0.850884972,0.156814871,0.806875254,0.191284573
749-749,0-1,Monica-Chandler,positive-positive,positive-positive,2.194844598,1.504038306,0.309109711,0.71973542,0.413903871,0.442131239,0.522317295,0.061113605
749-749,01-Feb,Chandler-Monica,positive-positive,positive-positive,1.027154446,1.383985376,0.650471438,0.24539034,0.37379736,0.351058049,0.754126305,0.097713691
749-749,02-Mar,Monica-Chandler,positive-neutral,positive-neutral,2.449104492,1.28844868,0.437866026,0.980850347,1.6500241,1.464201251,1.633939733,0.12728241
749-749,03-Apr,Chandler-Monica,neutral-neutral,neutral-neutral,2.378912599,0.363520096,0.437866026,0.980850347,1.6500241,1.69967932,1.259040215,0.192341456
749-749,04-May,Monica-Chandler,neutral-positive,neutral-positive,1.279043201,2.36828877,0.650471438,0.245105935,0.509744229,0.669216176,3.069641854,0.318549413
749-749,05-Jun,Chandler-Monica,positive-positive,positive-positive,3.589951904,1.902336161,0.479790574,1.177929304,3.322962911,6.655316581,6.184878331,1.222901021
749-749,06-Jul,Monica-Chandler,positive-positive,positive-positive,3.725338478,4.088961557,0.427157312,1.177929304,3.519305487,5.946232478,3.281494017,0.146397054
18-18,0-1,Rachel-Joey,neutral-neutral,neutral-neutral,1.442333969,0.379153914,0.336202922,0.127953604,0.210964437,0.697640883,0.656861009,0.204025776
18-18,01-Feb,Joey-Rachel,neutral-neutral,neutral-neutral,1.470831768,1.839790225,0.02329145,0.704854038,0.213577238,1.165223874,1.006994,0.577084859
141-141,0-1,Chandler-Eric,neutral-neutral,neutral-neutral,0.085586381,0.233939497,2.05326845,0.67057151,0.265568826,0.205367534,0.903128304,0.361546071
141-141,01-Feb,Eric-Chandler,neutral-neutral,neutral-neutral,0.148810089,1.065774448,2.416047605,0.915819647,0.461911402,0.454933448,1.562988376,0.341280769
141-141,02-Mar,Chandler-Eric,neutral-neutral,neutral-neutral,0.504644092,0.279891696,0.276177748,0.416339668,0.380356189,0.767953709,0.021976075,0.244268846
217-217,0-1,Rachel-Ross,positive-positive,negative-negative,1.199096377,0.313246048,0.463559777,0.36315427,0.173124687,0.785091638,0.718793088,1.024810171
217-217,01-Feb,Ross-Rachel,positive-neutral,negative-neutral,0.537305126,0.16602795,0.475174641,0.154952359,0.066989268,0.697488579,0.129544884,0.711544749
217-217,02-Mar,Rachel-Ross,neutral-neutral,neutral-neutral,0.884257278,1.059730591,3.450484851,0.795219167,0.066989268,2.246263109,0.866614064,0.21948662
217-217,03-Apr,Ross-Rachel,neutral-positive,neutral-negative,2.367821744,1.559251023,1.885927488,0.378815346,0.385395524,2.166431867,1.071569962,0.228715389
217-217,04-May,Rachel-Ross,positive-neutral,negative-neutral,2.21623358,1.448780069,1.5044148,0.333813299,0.163703652,1.707455058,0.587199097,0.033792453
217-217,07-Aug,Ross-Rachel,neutral-positive,neutral-positive,0.902570878,0.608327396,0.656186124,0.18429333,0.591929743,0.156724178,0.26433291,0.05314589
217-217,08-Sep,Rachel-Ross,positive-neutral,positive-neutral,0.445023453,0.104600693,2.083698667,0.290792433,0.152650402,0.113811029,0.229177028,0.297331549
217-217,09-Oct,Ross-Rachel,neutral-neutral,neutral-neutral,0.17835999,1.198655821,1.301419985,0.125611388,0.36492124,0.227855661,0.058380447,0.29096608
217-217,10-Nov,Rachel-Ross,neutral-neutral,neutral-neutral,0.220534528,1.917065322,0.230785578,0.349474375,0.184177936,0.493865468,0.076658593,0.068664001
151-151,0-1,Rachel-Ross,positive-positive,positive-positive,0.965041184,0.260904026,0.751915503,0.795219167,2.004849934,1.583932077,1.969292837,0.062365408
151-151,01-Feb,Ross-Rachel,positive-positive,positive-positive,0.355338543,0.429869617,0.43900403,0.795219167,1.049631165,0.546125925,0.739557454,0.031323514
151-151,02-Mar,Rachel-Ross,positive-positive,positive-positive,0.243327205,0.977002442,0.810069445,0.320133404,0.597666361,0.38625975,0.86891938,0.165835574
151-151,03-Jun,Ross-Rachel,positive-positive,positive-negative,1.312669525,0.437103238,0.027790763,0.320133404,0.279260105,0.476677966,0.318116859,0.005764028
151-151,06-Jul,Rachel-Ross,positive-neutral,negative-neutral,0.498416958,0.513770504,0.50752644,0.392495241,0.599298576,0.593713825,0.784209577,0.310412053
151-151,10-Nov,Ross-Rachel,neutral-negative,neutral-negative,0.858170111,0.08386048,0.274752241,0.542015209,0.013355236,0.06930903,0.399621272,0.363266801
151-151,13-15,Rachel-Ross,neutral-neutral,neutral-neutral,0.720723971,0.152262602,0.172631636,1.583024762,2.62160815,2.54015728,2.543921946,3.828338108
151-151,15-16,Ross-Rachel,neutral-negative,neutral-negative,0.135240698,0.54039627,0.766102782,0.125611388,0.498899776,0.090472233,0.169849469,0.104472397
151-151,16-17,Rachel-Ross,negative-neutral,negative-neutral,0.462983273,0.818026488,1.301419985,0.36315427,0.718539446,0.533719014,0.031210135,0.021988991
173-173,0-1,Phoebe-Joey,positive-positive,positive-negative,2.225843131,0.21289786,0.229912911,0.214885727,0.068109206,0.715672357,1.097120865,0.315145795
173-173,01-Feb,Joey-Phoebe,positive-positive,negative-positive,0.357706381,0.10224823,0.585186389,0.249363164,0.26845543,0.817806678,0.857240556,0.902149881
173-173,04-May,Phoebe-Joey,negative-neutral,negative-neutral,0.073977918,1.035171657,0.771438448,0.214885727,0.396351766,0.470884852,0.993834899,0.327025835
173-173,05-Jun,Joey-Phoebe,neutral-negative,neutral-negative,0.100374945,0.719031274,0.949075187,0.017238718,0.396351766,0.557888162,0.605063363,0.160221796
173-173,06-Jul,Phoebe-Joey,negative-positive,negative-negative,0.395981247,0.830014557,1.113818111,0.196548109,1.17315527,0.725574142,1.552883308,0.045622765
173-173,07-Aug,Joey-Phoebe,positive-negative,negative-negative,0.972285664,1.907108747,0.580907895,0.660797,0.028922077,1.188498679,0.60990554,0.522590162
173-173,08-Oct,Phoebe-Hitchhiker,negative-positive,negative-positive,0.021574911,0.186000953,0.062260092,1.145154295,2.092612794,2.397610135,1.522578945,0.100598687
216-216,0-1,Ross-Joey,negative-neutral,negative-neutral,0.921647366,1.671950184,0.382649342,1.702367483,0.131520083,1.01377796,2.172942676,18.81555559
216-216,01-Feb,Joey-Ross,neutral-neutral,neutral-neutral,0.133329089,3.069841966,0.561088409,2.177453247,0.307759257,0.034577942,1.240757238,18.63818426
272-272,0-1,Phoebe-Joey,negative-positive,negative-negative,1.186846993,1.362192766,0.429058785,0.251560964,1.128428604,0.476315688,0.657324844,0.223364856
272-272,01-Feb,Joey-Phoebe,positive-negative,negative-negative,0.676332643,1.172796419,0.251422046,0.48368541,0.627563043,0.620060287,0.715226988,0.188299794
272-272,06-Jul,Phoebe-Joey,neutral-positive,neutral-positive,0.603850956,1.754956939,0.555120266,0.251560964,0.310040265,0.006430173,0.688096874,0.282614584
272-272,07-Aug,Joey-Phoebe,positive-negative,positive-negative,0.444668524,0.473624071,0.732757004,0.019436519,1.111425163,0.141097179,0.19697875,0.223052758
272-272,02-Mar,Phoebe-Hitchhiker,negative-negative,negative-negative,0.516858827,0.095305464,1.378893292,0.122647622,0.683887604,0.504167289,0.223816085,0.765190833
272-272,03-Apr,Hitchhiker-Phoebe,negative-neutral,negative-neutral,0.794018163,0.067557253,1.378893292,0.586896513,0.117497294,0.367988195,0.02529445,0.760752276
272-272,04-May,Phoebe-Hitchhiker,neutral-neutral,neutral-neutral,1.43753271,0.929910533,0.542644553,0.586896513,1.609808878,1.621477672,1.34130321,1.166208481
272-272,05-Jun,Hitchhiker-Phoebe,neutral-neutral,neutral-neutral,2.1178064,2.293656498,0.187371076,0.354772067,1.008770205,1.148633596,0.778825243,1.678885073
291-291,0-1,Phoebe-Earl,negative-negative,negative-negative,0.641561437,1.38566583,0.9294069,0.406815254,0.305124849,1.475853708,1.087973916,0.596890737
313-313,0-1,Joey-Chandler,neutral-neutral,neutral-neutral,0.038959632,2.276741185,0.557301905,0.153236402,0.523859846,1.048462669,1.515618825,0.142732813
313-313,01-Feb,Chandler-Joey,neutral-neutral,neutral-neutral,0.38679059,0.1452511,1.090127337,0.488124079,0.264925345,0.674662674,0.80279556,0.320117194
313-313,02-Mar,Joey-Chandler,neutral-positive,neutral-positive,0.683535812,2.431793963,0.545958605,0.002372196,0.225931094,1.040607811,0.292503772,0.212273779
460-460,0-1,Joey-Phoebe,negative-neutral,negative-neutral,1.731820465,1.16846618,0.797226077,0.447010173,1.485497802,1.440667685,3.663027441,0.333862278
460-460,01-Feb,Phoebe-Joey,neutral-negative,neutral-negative,0.893962953,1.485579796,1.126711925,0.233223346,0.104513795,0.711302382,0.653078258,0.140689604
460-460,02-Mar,Joey-Phoebe,negative-positive,negative-positive,2.526643931,1.637215925,0.649655462,0.231025545,0.204686908,1.448939141,4.34227198,0.538361349
595-595,0-1,Monica-Chandler,negative-neutral,negative-neutral,0.913147013,1.019575678,0.629964317,0.245105935,1.286053868,0.214342716,0.151627697,0.648664484
595-595,01-Feb,Chandler-Monica,neutral-negative,neutral-negative,2.231189704,0.992174727,1.483368635,0.482278475,0.498352637,0.379590484,0.294681254,0.206230127
595-595,02-Mar,Monica-Chandler,negative-negative,negative-negative,0.208508274,0.188812705,0.213641594,0.0082178,0.679702815,0.672731398,0.030737225,0.04191424
595-595,03-Apr,Chandler-Monica,negative-negative,negative-negative,1.03028037,0.590101645,0.810443588,0.48256288,0.679702815,1.000402255,0.28167904,0.009135878
595-595,04-May,Monica-Chandler,negative-negative,negative-negative,0.47693499,1.578644299,0.822062608,0.253181532,1.465073117,0.952865891,0.255007151,0.175361769
595-595,05-Jun,Chandler-Monica,negative-negative,negative-negative,0.095367318,0.34466695,1.163424335,0.253181532,0.789900633,0.205119739,0.941100837,0.096905527
700-700,0-1,Ross-Rachel,neutral-neutral,neutral-neutral,0.420709187,1.631805731,0.453191309,1.673862789,1.902398931,1.019324969,1.007584372,1.198001486
700-700,01-Feb,Rachel-Ross,neutral-neutral,neutral-neutral,2.436696286,3.864052753,0.260564962,2.861577197,0.36492124,0.453651652,1.615329555,0.911116348
700-700,02-Mar,Ross-Rachel,neutral-negative,neutral-negative,1.831049363,0.090191628,1.042843644,0.053249552,0.802568366,1.316589368,1.094399983,0.41288768
700-700,06-Jul,Rachel-Ross,negative-neutral,negative-neutral,1.180365253,1.631780719,0.096313173,0.023908581,1.009102585,0.188619092,0.447415198,0.438241125
700-700,07-Aug,Ross-Rachel,neutral-negative,neutral-negative,0.947379013,0.381710315,0.998876981,0.023908581,0.902967166,0.62959167,0.65422275,0.640119674
700-700,08-Sep,Rachel-Ross,negative-neutral,negative-neutral,0.120550548,0.587822075,2.247950455,0.261451462,1.342246507,0.255979662,0.506439511,0.300222642
700-700,09-Oct,Ross-Rachel,neutral-negative,neutral-negative,0.952731206,1.17293311,2.091494719,0.053249552,0.811569413,0.438451073,0.788253869,0.039881299
700-700,10-Nov,Rachel-Ross,negative-negative,negative-negative,1.657865034,1.563185725,2.80525099,0.290792433,0.372290073,0.618772851,0.111962474,0.024032647
700-700,11-Dec,Ross-Rachel,negative-neutral,negative-neutral,0.916549169,0.223338445,0.458414946,0.498994344,0.478425491,0.383080612,0.556033584,0.056602797
733-733,0-1,Ross-Rachel,positive-neutral,positive-neutral,1.567126053,2.8302829,0.697580371,1.046441943,1.28974512,0.691399948,0.090838523,0.648341957
